0.122649	0.186231	0.879663
0.331166	0.648393	0.229586
0.705029	0.0899326	0.533577
0.905484	0.464413	1.77341
0.776048	0.0213642	-1.7114
0.572439	0.327439	0.145072
0.0173017	0.875098	-4.85625
0.754654	0.265473	-1.4392
0.493226	1.41078	-0.0656342
0.49426	0.298263	-1.06981
0.471797	0.879277	0.384379
0.580468	0.0876886	-1.82907
0.931865	1.40263	0.00583648
0.024284	1.15838	-0.435163
0.651955	0.24061	0.627503
0.0982145	0.128925	0.635223
0.577269	1.83261	-5.97772
0.453507	1.45143	10.6744
0.22611	5.22329	3.8374
0.939875	1.67817	-17.7219
0.133804	0.0549627	0.793048
0.111777	4.2319	-0.328321
0.272751	0.289504	0.12043
0.282193	0.656872	-54.08
0.214718	0.0180205	-2.66526
0.548522	0.299792	-2.11688
0.902262	0.146058	-1.0676
0.831703	1.38139	0.467162
0.201218	0.17328	0.612506
0.0642171	0.510678	-0.604799
0.98646	0.42042	-0.200915
0.0286961	1.86929	0.0833308
0.576023	1.92213	0.734577
0.848058	0.328427	4.94903
0.95178	2.59311	2.57099
0.29042	1.52291	-28.5513
0.830226	1.97437	0.930884
0.144774	0.301691	2.06919
0.547801	0.0922379	0.283398
0.623628	1.21938	5.74641
0.341636	1.4273	-8.03437
0.61281	0.239694	-0.0116683
0.838501	4.868	-5.56754
0.0778181	0.0909209	4.18966
0.793058	0.115288	-0.52412
0.818053	0.582574	4.95672
0.916148	0.0504079	-4.00311
0.269545	2.32664	0.620936
0.82428	1.03883	-1.4973
0.258761	0.061966	-2.27474
0.0129601	0.475173	-1.93977
0.977601	1.73707	1.09236
0.994451	2.22354	-0.170611
0.721584	0.912317	-1.0098
0.758309	0.596703	-0.013166
0.887488	0.444726	-1.99134
0.793687	0.331077	1.46203
0.565043	1.19834	0.330677
0.742493	1.03975	-4890.76
0.656518	0.351494	0.545425
0.624291	0.997003	-2.76623
0.811177	0.524305	5.70693
0.714217	2.01941	2.63234
0.189353	3.48788	-0.985815
0.331877	1.95117	1.36099
0.950338	0.96271	-1.96718
0.538703	0.3411	0.126821
0.375554	1.08735	-1.75594
0.182797	0.00860976	-0.236836
0.0363917	0.234129	-9.72735
0.326359	0.230618	0.0397384
